subject_id,Day,Month,Year,Inwhatformatisthecollectiondate,Country,Wasthecountrynamespecificallystatedonthelabel,Aregeographiccoordinatespresentonthelabel,Collector1,Collector2,HostInsectoftenprefacedEx,HostPlantoftenprefacedOn,Isthereanindicationofuncertaintyinthehostdata,Isitatypespecimen,BMRegistrationnumber,Day,EndMonth,EndYear,subject_CatalogueIRN,subject_MulIdentifier,subject_MulTitle,subject_MultimediaIRN,subject_EntCatBarcode,subject_SuperFamily,Expo
3328170,12,5 - May - V,1897,The collection date is shown as a single date.,Not Shown,No,No,[unclear][/unclear],,,,No,No,1919-185,,,,6481177,010157276_108834_28450.jpg,010157276_108834_28450,1431799,10157276,Chalcidoidea,3279
3328172,,,1909,The collection date is shown as a single date.,Not Shown,No,No,[unclear][/unclear],,,,No,No,1919-185,,,,6481285,010157277_108834_28450.jpg,010157277_108834_28450,1431913,10157277,Chalcidoidea,3279
3328173,8,10 - October - X,1981,The collection date is shown as a single date.,England,No,No,S.B.,,[unclear][/unclear],,No,Yes,,Not Shown,10 - October - X,1981,6482129,010157278_108834_1617271.jpg,010157278_108834_1617271,1432827,10157278,Chalcidoidea,3279
3328174,22,10 - October - X,1980,The collection date is shown as a single date.,England,No,No,S. B.,,,,No,No,,,,,6480503,010157279_108834_1617271.jpg,010157279_108834_1617271,1431083,10157279,Chalcidoidea,3279
3328176,8,10 - October - X,1981,The collection date is shown as a single date.,United Kingdom,No,No,,,[unclear][/unclear],[unclear][/unclear],,No,,,,,6482612,010157280_108834_1617271.jpg,010157280_108834_1617271,1433354,10157280,Chalcidoidea,3279
3328177,,,,There is no collection date.,Not Shown,No,No,,,[unclear][/unclear],,Yes,No,,,,,6481832,010157281_108834_28450.jpg,010157281_108834_28450,1432508,10157281,Chalcidoidea,3279
3328178,23,4 - April IV,1990,The collection date is shown as a single date.,New Zealand,Yes,No,J.C.Charles,,egg Ribantiana tenerrima,boysenberry,No,No,,,,,6481606,010157282_108834_28450.jpg,010157282_108834_28450,1432262,10157282,Chalcidoidea,3279
3328180,,,,There is no collection date.,Not Shown,No,No,FRED ENOCK,,,,,No,1919-185,,,,6481367,010157283_108834_28450.jpg,010157283_108834_28450,1431999,10157283,Chalcidoidea,3279
3328181,18,5 - May - V,1898,The collection date is shown as a single date.,Not Shown,No,No,,,[unclear][/unclear],,No,No,1919-185,,,,6482464,010157284_108834_28450.jpg,010157284_108834_28450,1433193,10157284,Chalcidoidea,3279
3328182,,,,The collection date is shown as a single date.,Not Shown,No,No,[unclear][/unclear],,,,No,No,1919-185,,,,6482673,010157285_108834_28450.jpg,010157285_108834_28450,1433418,10157285,Chalcidoidea,3279
3328184,8,10 - October - X,1982,The collection date is shown as a single date.,,No,No,,,,,No,No,,Not Shown,10 - October - X,1982,6480529,010157286_108834_1617271.jpg,010157286_108834_1617271,1431111,10157286,Chalcidoidea,3279
3328185,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,S.B.,,,,No,No,,,,,6482318,010157287_108834_1617271.jpg,010157287_108834_1617271,1433041,10157287,Chalcidoidea,3279
3328186,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,No,No,,,,,6481130,010157288_108834_1617271.jpg,010157288_108834_1617271,1431748,10157288,Chalcidoidea,3279
3328187,22,7 - July - VII,,The collection date is shown as a single date.,Not Shown,No,No,Fredc Enock,,,,No,No,1919-185,,,,6480076,010157289_108834_28450.jpg,010157289_108834_28450,1430644,10157289,Chalcidoidea,3279
3328189,6,9 - September - IX,1908,The collection date is shown as a single date.,England,No,No,Fred Enock,,,,No,No,1919-185,,,,6482584,010157290_108834_28450.jpg,010157290_108834_28450,1433323,10157290,Chalcidoidea,3279
3328190,Not Shown,4 - April IV,1916,The collection date is shown as a single date.,Not Shown,No,No,C. Waterhouse,,,,,No,1919-185,,,,6482444,010157291_108834_28450.jpg,010157291_108834_28450,1433172,10157291,Chalcidoidea,3279
3328191,17,8 - August - VIII,1914,The collection date is shown as a single date.,England,No,No,C. Waterhouse,,,,,No,1919-185,,,,6482302,010157292_108834_28450.jpg,010157292_108834_28450,1433024,10157292,Chalcidoidea,3279
3328193,,,,There is no collection date.,Not Shown,No,No,,,,,,No,1919-185,,,,6482173,010157293_108834_28450.jpg,010157293_108834_28450,1432880,10157293,Chalcidoidea,3279
3328194,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,,b-- gellae[unclear][/unclear],[unclear]Myunceidiae[/unclear],Your interface is making this task near impossible,,Yes,1102,,,,6482135,010157294_108834_1617271.jpg,010157294_108834_1617271,1432833,10157294,Chalcidoidea,3279
3328195,Not Shown,1 - January - I,1994,The collection date is shown as a single date.,Honduras,Yes,No,A. Gonzalez,,eggs of Empoasca kraemeri,Phaseolus vulgaris,No,Yes,9,,,,6480238,010157295_108834_1617269.jpg,010157295_108834_1617269,1430810,10157295,Chalcidoidea,3279
3328196,8,10 - October - X,1981,The collection date is shown as a single date.,,No,No,S.B.,,,,No,No,,,,,6481485,010157296_108834_1617271.jpg,010157296_108834_1617271,1432132,10157296,Chalcidoidea,3279
3328198,24,5 - May - V,Only two digits shown,The collection date is shown as a single date.,,No,No,[unclear][/unclear],[unclear][/unclear],,[unclear][/unclear],Yes,Yes,,,,,6481657,010157297_108834_28450.jpg,010157297_108834_28450,1432317,10157297,Chalcidoidea,3279
3328199,3,7 - July - VII,1911,The collection date is shown as a single date.,Not Shown,No,No,C.O. Waterhouse,,[unclear][/unclear],,No,Yes,1919-185,,,,6481005,010157298_108834_28450.jpg,010157298_108834_28450,1431614,10157298,Chalcidoidea,3279
3328201,14,6 - June - VI ,Only two digits shown,The collection date is shown as a single date.,Not Shown,No,No,Fred Enock,,,,No,No,1919-185,,,,6480803,010157299_108834_28450.jpg,010157299_108834_28450,1431400,10157299,Chalcidoidea,3279
3328202,,,,There is no collection date.,Not Shown,,No,[unclear][/unclear],,,,,No,,,,,6481475,010157300_108834_28450.jpg,010157300_108834_28450,1432121,10157300,Chalcidoidea,3279
3328203,8,9 - September - IX,1914,The collection date is shown as a single date.,England,No,No,C. Waterhouse,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,BM1919-185,,,,6481714,010157301_108834_28450.jpg,010157301_108834_28450,1432377,10157301,Chalcidoidea,3279
3328205,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,,,,,,No,,Not Shown,10 - October - X,Only two digits shown,6481003,010157302_108834_1617271.jpg,010157302_108834_1617271,1431611,10157302,Chalcidoidea,3279
3328206,Not Shown,1 - January - I,1994,The collection date is shown as a single date.,Honduras,Yes,No,R. Gonzalez,A. Gonzalez,eggs of Empoasca kraemeri,Phaseolus vulgaris,No,Yes,,,,,6481386,010157303_108834_1617269.jpg,010157303_108834_1617269,1432019,10157303,Chalcidoidea,3279
3328208,Not Shown,Not Shown,1918,The collection date is shown as a single date.,Not Shown,No,No,Frwd Enock,,,,No,No,1919-185,,,,6481653,010157304_108834_1617271.jpg,010157304_108834_1617271,1432313,10157304,Chalcidoidea,3279
3328209,25,3 - March - III,2003,There is no collection date.,Not Shown,,No,E. Guerrieri,,,,,No,,,,,6479998,010157306_108834_1684534.jpg,010157306_108834_1684534,1430565,10157306,Chalcidoidea,3279
3328210,Not Shown,7 - July - VII,Only two digits shown,There is no collection date.,Philippines,Yes,No,,,,,,No,,,,,6482206,010157307_108834_1617291.jpg,010157307_108834_1617291,1432913,10157307,Chalcidoidea,3279
3328211,9,11 - November - XI,1981,The collection date is shown as a single date.,Not Shown,No,No,,,,,No,No,,,,,6480385,010157308_108834_28450.jpg,010157308_108834_28450,1430963,10157308,Chalcidoidea,3279
3328213,,,,There is no collection date.,Not Shown,No,No,,,,,,No,1919-185,,,,6480535,010157309_108834_28450.jpg,010157309_108834_28450,1431117,10157309,Chalcidoidea,3279
3328214,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,[unclear][/unclear],,,,No,No,,,,,6481771,010157310_108834_1617271.jpg,010157310_108834_1617271,1432440,10157310,Chalcidoidea,3279
3328215,,,,There is no collection date.,Not Shown,No,No,Fredc Encoh,,,,No,No,,,,,6480824,010157311_108834_1617271.jpg,010157311_108834_1617271,1431422,10157311,Chalcidoidea,3279
3328217,,,,There is no collection date.,Not Shown,No,No,,,[unclear][/unclear],,No,No,,,,,6482457,010157312_108834_1617271.jpg,010157312_108834_1617271,1433186,10157312,Chalcidoidea,3279
3328218,8,10 - October - X,Only two digits shown,The collection date is shown as a single date.,,No,No,S. B,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,,,,,6502427,010157313_108834_28450.jpg,010157313_108834_28450,1484248,10157313,Chalcidoidea,3279
3328219,8,10 - October - X,1981,The collection date is shown as a single date.,United Kingdom,No,No,,,,,No,No,,,,,6498934,010157314_108834_28450.jpg,010157314_108834_28450,1480730,10157314,Chalcidoidea,3279
3328221,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,,,,,No,No,,,,,6498534,010157315_108834_28450.jpg,010157315_108834_28450,1480318,10157315,Chalcidoidea,3279
3328222,21,9 - September - IX,1975,The collection date is shown as a single date.,England,Yes,No,Noyes,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,1975-479,10,12 - December - XII,1983,6500306,010157316_108834_28450.jpg,010157316_108834_28450,1482126,10157316,Chalcidoidea,3279
3328223,28,8 - August - VIII,1983,The collection date is shown as a single date.,England,Yes,No,Noyes,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,,19,8 - August - VIII,1983,6499951,010157317_108834_28450.jpg,010157317_108834_28450,1481773,10157317,Chalcidoidea,3279
3328225,11,8 - August - VIII,1975,The collection date is shown as a single date.,England,Yes,No,Noyes,,,Grassland,No,No,1975-265,,,,6497695,010157318_108834_28450.jpg,010157318_108834_28450,1479476,10157318,Chalcidoidea,3279
3328226,7,9 - September - IX,1975,The collection date is shown as a single date.,United Kingdom,Yes,No,Noyes,,,,No,No,1975-265,,,,6498325,010157319_108834_28450.jpg,010157319_108834_28450,1480110,10157319,Chalcidoidea,3279
3328227,6,6 - June - VI ,1982,The collection date is shown as a single date.,United Kingdom,No,No,Noyes,,,,,No,,,,,6494623,010157320_108834_28450.jpg,010157320_108834_28450,1476407,10157320,Chalcidoidea,3279
3328229,23,6 - June - VI ,1977,The collection date is shown as a single date.,Wales,Yes,No,Noyes,Boucek,,,,No,1977-358,,,,6494239,010157321_108834_28450.jpg,010157321_108834_28450,1475922,10157321,Chalcidoidea,3279
3328230,20,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Noyes,Rogers and Huddleston,,,No,No,1977-358,8,12 - December - XII,1983,6496114,010157322_108834_28450.jpg,010157322_108834_28450,1477890,10157322,Chalcidoidea,3279
3328232,13,8 - August - VIII,1983,The collection date is shown as a single date.,England,Yes,No,m.J. Matthews,,,,No,No,,,,,6495662,010157323_108834_28450.jpg,010157323_108834_28450,1477438,10157323,Chalcidoidea,3279
3328233,Not Shown,5 - May - V,1968,The collection date is shown as a single date.,Not Shown,No,No,,,Notostira eggs,,No,No,,,,,6496483,010157324_108834_28450.jpg,010157324_108834_28450,1478258,10157324,Chalcidoidea,3279
3328234,Not Shown,Not Shown,1982,The collection date is shown as a single date.,England,No,No,S.B.,,,,,No,,,,,6496909,010157325_108834_28450.jpg,010157325_108834_28450,1478680,10157325,Chalcidoidea,3279
3328236,Not Shown,Not Shown,1982,The collection date is shown as a single date.,England,No,No,SB,,,,Yes,No,,,,,6497750,010157326_108834_28450.jpg,010157326_108834_28450,1479530,10157326,Chalcidoidea,3279
3328237,8,10 - October - X,1981,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,No,No,,,,,6498116,010157327_108834_28450.jpg,010157327_108834_28450,1479900,10157327,Chalcidoidea,3279
3328238,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,,,,,,No,,,,,6500378,010157328_108834_28450.jpg,010157328_108834_28450,1482198,10157328,Chalcidoidea,3279
3328240,27,7 - July - VII,1983,The collection date is shown as a single date.,United Kingdom,Yes,No,M.J. Matthews,,,Grass/bramble,No,No,,,,,6499749,010157329_108834_28450.jpg,010157329_108834_28450,1481571,10157329,Chalcidoidea,3279
3328241,3,9 - September - IX,1981,The collection date is shown as a single date.,United Kingdom,No,No,Noyes,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,,17,9 - September - IX,1983,6497246,010157330_108834_28450.jpg,010157330_108834_28450,1479020,10157330,Chalcidoidea,3279
3328242,14,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Noyes R. Huddleston,,Gonatocesus sulphuripes,[unclear][/unclear],No,No,BM 1977-358,,,,6496530,010157331_108834_28450.jpg,010157331_108834_28450,1478305,10157331,Chalcidoidea,3279
3328243,20,7 - July - VII,1983,The collection date is shown as a single date.,England,Yes,No,M. J. Matthews,,,Grass/bramble,No,No,,,,,6498063,010157332_108834_28450.jpg,010157332_108834_28450,1479847,10157332,Chalcidoidea,3279
3328245,27,7 - July - VII,1983,The collection date is shown as a single date.,England,Yes,No,M. J. Matthews,,,Grass/Bramble,No,No,,,,,6497440,010157333_108834_28450.jpg,010157333_108834_28450,1479216,10157333,Chalcidoidea,3279
3328246,20,7 - July - VII,1983,The collection date is shown as a single date.,England,Yes,No,M. J. Matthews,,,Grass/bramble,Yes,No,,,,,6494452,010157334_108834_28450.jpg,010157334_108834_28450,1476201,10157334,Chalcidoidea,3279
3328247,7,9 - September - IX,1975,The collection date is shown as a single date.,United Kingdom,Yes,No,Noyes,,,,No,No,1975-265,,,,6495117,010157335_108834_28450.jpg,010157335_108834_28450,1476895,10157335,Chalcidoidea,3279
3328249,13,8 - August - VIII,1983,The collection date is shown as a single date.,United Kingdom,Yes,No,M. J. Matthews,,,,No,No,,,,,6495203,010157336_108834_28450.jpg,010157336_108834_28450,1476981,10157336,Chalcidoidea,3279
3328250,Not Shown,7 - July - VII,1982,The collection date is shown as a single date.,,No,No,SB,,,,,No,,,,,6501769,010157337_108834_1708805.jpg,010157337_108834_1708805,1483590,10157337,Chalcidoidea,3279
3328251,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,S.B.,,Gonatocerus,,No,No,,,,,6497012,010157338_108834_1708805.jpg,010157338_108834_1708805,1478783,10157338,Chalcidoidea,3279
3328252,Not Shown,7 - July - VII,1982,The collection date is shown as a single date.,,No,No,,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],,No,1128,,,,6500457,010157339_108834_1708805.jpg,010157339_108834_1708805,1482277,10157339,Chalcidoidea,3279
3328254,26,8 - August - VIII,1984,The collection date is shown as a single date.,England,Yes,No,J.Noyes,,,,,No,,,,,6500535,010157340_108834_1708805.jpg,010157340_108834_1708805,1482355,10157340,Chalcidoidea,3279
3328255,28,7 - July - VII,1982,The collection date is shown as a single date.,England,No,No,J.Noyes,,,,No,No,,,,,6495499,010157341_108834_1708805.jpg,010157341_108834_1708805,1477275,10157341,Chalcidoidea,3279
3328256,Not Shown,7 - July - VII,Only two digits shown,The collection date is shown as a single date.,United Kingdom,No,No,SB,,,,No,No,,,,,6498482,010157342_108834_1708805.jpg,010157342_108834_1708805,1480267,10157342,Chalcidoidea,3279
3328258,Not Shown,7 - July - VII,1982,The collection date is shown as a single date.,England,No,No,,,,,No,No,,,,,6497656,010157343_108834_1708805.jpg,010157343_108834_1708805,1479437,10157343,Chalcidoidea,3279
3328259,9,11 - November - XI,1989,The collection date is shown as a single date.,India,Yes,No,[unclear]M. C. Ba[/unclear],,,,,Yes,1995-174,,,,6497065,010157344_108834_1643660.jpg,010157344_108834_1643660,1478835,10157344,Chalcidoidea,3279
3328260,7,3 - March - III,1993,The collection date is shown as a single date.,India,Yes,No,S.I. Kazmi,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,Yes,,,,,6494294,010157345_108834_1643662.jpg,010157345_108834_1643662,1476001,10157345,Chalcidoidea,3279
3328262,8,10 - October - X,1981,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,,No,,,,,6502484,010157346_108834_1701068.jpg,010157346_108834_1701068,1484305,10157346,Chalcidoidea,3279
3328263,8,10 - October - X,1981,The collection date is shown as a single date.,England,No,No,SB,,,,No,No,,,,,6494719,010157347_108834_1701068.jpg,010157347_108834_1701068,1476503,10157347,Chalcidoidea,3279
3328264,30,7 - July - VII,1981,The collection date is shown as a date range.,United Kingdom,No,No,R.S.George,,,,No,No,,6,8 - August - VIII,1981,6499515,010157348_108834_1701068.jpg,010157348_108834_1701068,1481328,10157348,Chalcidoidea,3279
3328265,27,6 - June - VI ,1984,The collection date is shown as a date range.,England,Yes,No,Matthews,Waage,,,No,No,,4,7 - July - VII,1984,6496603,010157349_108834_1701068.jpg,010157349_108834_1701068,1478377,10157349,Chalcidoidea,3279
3328267,24,7 - July - VII,1981,The collection date is shown as a date range.,England,Yes,No,R.S.George,,,,No,No,,31,7 - July - VII,1981,6498591,010157350_108834_1701068.jpg,010157350_108834_1701068,1480378,10157350,Chalcidoidea,3279
3328268,18,8 - August - VIII,1914,The collection date is shown as a single date.,,No,No,C. Waterhouse,,,,No,No,,,,,6497781,010157351_108834_1701068.jpg,010157351_108834_1701068,1479561,10157351,Chalcidoidea,3279
3328269,25,7 - July - VII,1912,The collection date is shown as a single date.,,No,No,C. O. Waterhouse,,,,,No,1919-185,,,,6500695,010157352_108834_1701068.jpg,010157352_108834_1701068,1482515,10157352,Chalcidoidea,3279
3328270,13,6 - June - VI ,,The collection date is shown as a date range.,England,Yes,No,O. W. Richzads,O W Richards,,,No,No,1967-493,13,7 - July - VII,,6495626,010157353_108834_1701068.jpg,010157353_108834_1701068,1477402,10157353,Chalcidoidea,3279
3328272,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,,No,,,,,6494108,010157354_108834_1701068.jpg,010157354_108834_1701068,1475788,10157354,Chalcidoidea,3279
3328273,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,No,No,,,,,6501858,010157355_108834_1701068.jpg,010157355_108834_1701068,1483679,10157355,Chalcidoidea,3279
3328274,30,6 - June - VI ,Only two digits shown,The collection date is shown as a single date.,England,Yes,No,D.W. Richards,,[unclear]miner eggs[/unclear],broom,No,No,1967-493,,,,6496338,010157356_108834_1701068.jpg,010157356_108834_1701068,1478114,10157356,Chalcidoidea,3279
3328276,8,10 - October - X,Only two digits shown,The collection date is shown as a single date.,United Kingdom,No,No,SB,,,,No,No,,Not Shown,10 - October - X,Only two digits shown,6499788,010157357_108834_1701068.jpg,010157357_108834_1701068,1481609,10157357,Chalcidoidea,3279
3328277,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,SB,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,,Not Shown,10 - October - X,Only two digits shown,6495013,010157358_108834_1701068.jpg,010157358_108834_1701068,1476792,10157358,Chalcidoidea,3279
3328278,Not Shown,7 - July - VII,1982,The collection date is shown as a single date.,United Kingdom,No,No,S.B.,,,,No,No,,,,,6502194,010157359_108834_1701068.jpg,010157359_108834_1701068,1484015,10157359,Chalcidoidea,3279
3328280,24,7 - July - VII,1912,The collection date is shown as a single date.,Not Shown,No,No,C.O. Waterhouse,,,,No,No,1919-185,Not Shown,Not Shown,1984,6501534,010157360_108834_1701068.jpg,010157360_108834_1701068,1483355,10157360,Chalcidoidea,3279
3328281,8,10 - October - X,1981,The collection date is shown as a single date.,England,No,No,S. B.,,,,,No,,,,,6495961,010157361_108834_1701068.jpg,010157361_108834_1701068,1477737,10157361,Chalcidoidea,3279
3328282,11,9 - September - IX,1980,The collection date is shown as a single date.,United Kingdom,No,No,,,[unclear][/unclear],[unclear][/unclear],Yes,No,,,,,6499294,010157362_108834_1701068.jpg,010157362_108834_1701068,1481095,10157362,Chalcidoidea,3279
3328283,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,,No,,Not Shown,10 - October - X,Only two digits shown,6497980,010157363_108834_1701068.jpg,010157363_108834_1701068,1479762,10157363,Chalcidoidea,3279
3328285,Not Shown,7 - July - VII,1981,The collection date is shown as a single date.,United Kingdom,No,No,SB,,,,No,No,,,,,6497078,010157364_108834_1701068.jpg,010157364_108834_1701068,1478848,10157364,Chalcidoidea,3279
3328286,8,10 - October - X,1981,The collection date is shown as a single date.,England,No,No,S.B.,,,,No,No,,,,,6499989,010157365_108834_1701068.jpg,010157365_108834_1701068,1481811,10157365,Chalcidoidea,3279
3328287,8,10 - October - X,1981,The collection date is shown as a single date.,United Kingdom,No,No,SB,,,,No,No,,,,,6494998,010157366_108834_1701068.jpg,010157366_108834_1701068,1476777,10157366,Chalcidoidea,3279
3328289,Not Shown,9 - September - IX,1981,The collection date is shown as a date range.,United Kingdom,No,No,,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],,No,,Not Shown,9 - September - IX,1981,6502182,010157367_108834_1701068.jpg,010157367_108834_1701068,1484003,10157367,Chalcidoidea,3279
3328290,22,9 - September - IX,1979,The collection date is shown as a date range.,England,Yes,No,R. S. George,,,,,No,,27,9 - September - IX,1979,6496326,010157368_108834_1701068.jpg,010157368_108834_1701068,1478102,10157368,Chalcidoidea,3279
3328291,28,10 - October - X,1949,The collection date is shown as a single date.,Brazil,Yes,No,F. Plaumann,,,,No,No,1957-341,,,,6544293,010157369_108834_28450.jpg,010157369_108834_28450,1715268,10157369,Chalcidoidea,3279
3328293,11,8 - August - VIII,1969,The collection date is shown as a single date.,New Zealand,Yes,No,J McBurney,,,,No,Yes,,,,,6547093,010157370_108834_28450.jpg,010157370_108834_28450,1718105,10157370,Chalcidoidea,3279
3328294,11,8 - August - VIII,1969,The collection date is shown as a single date.,New Zealand,Yes,No,J. McBurney,,,,,Yes,,,,,6546942,010157371_108834_28450.jpg,010157371_108834_28450,1717953,10157371,Chalcidoidea,3279
3328295,11,8 - August - VIII,1969,The collection date is shown as a single date.,New Zealand,Yes,No,J. McBurney,[unclear][/unclear],,,,Yes,,,,,6546589,010157372_108834_28450.jpg,010157372_108834_28450,1717594,10157372,Chalcidoidea,3279
3328297,,,,There is no collection date.,Malaysia,Yes,No,Federal Land Dev. Authority,,eggs of Heliopeltis sp.,,No,No,,,,,6501686,010157373_108834_1640217.jpg,010157373_108834_1640217,1483507,10157373,Chalcidoidea,3279
3328298,21,12 - December - XII,1976,The collection date is shown as a single date.,Pakistan,Yes,No,R. A. Syed,[unclear][/unclear],Lygus sp,Amaranthus,No,No,,,,,6500795,010157374_108834_1640217.jpg,010157374_108834_1640217,1482615,10157374,Chalcidoidea,3279
3328300,Not Shown,3 - March - III,1958,The collection date is shown as a single date.,South Africa,Yes,No,D. P. Annecke,,[unclear][/unclear],[unclear][/unclear],No,Yes,1962-461,Not Shown,3 - March - III,1958,6501460,010157375_108834_1704104.jpg,010157375_108834_1704104,1483281,10157375,Chalcidoidea,3279
3328301,8,7 - July - VII,1984,The collection date is shown as a single date.,England,Yes,No,J. Noyes,,,,No,No,,,,,6499509,010157376_108834_1701068.jpg,010157376_108834_1701068,1481322,10157376,Chalcidoidea,3279
3328303,28,10 - October - X,1949,The collection date is shown as a single date.,Brazil,Yes,No,F. Plaumann,,,,,No,1957-341,,,,6545891,010157377_108834_28450.jpg,010157377_108834_28450,1716891,10157377,Chalcidoidea,3279
3328304,17,1 - January - I,1944,The collection date is shown as a single date.,Brazil,Yes,No,F. Plaumann,,,,No,No,1957-341,,,,6545166,010157378_108834_28450.jpg,010157378_108834_28450,1716131,10157378,Chalcidoidea,3279
3328306,,,,There is no collection date.,Not Shown,No,No,[unclear][/unclear],,,,No,No,,,,,6544945,010157379_108834_28450.jpg,010157379_108834_28450,1715910,10157379,Chalcidoidea,3279
3328307,31,5 - May - V,1916,The collection date is shown as a single date.,Guyana,Yes,No,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],,No,No,,,,,6545165,010157380_108834_28450.jpg,010157380_108834_28450,1716130,10157380,Chalcidoidea,3279
3328308,,,,There is no collection date.,Not Shown,No,No,[unclear][/unclear],,,,No,No,1919-185,,,,6544942,010157381_108834_28450.jpg,010157381_108834_28450,1715907,10157381,Chalcidoidea,3279
3328310,,,,There is no collection date.,Not Shown,No,No,,,,,No,No,,,,,6545655,010157382_108834_28450.jpg,010157382_108834_28450,1716637,10157382,Chalcidoidea,3279
3328311,Not Shown,Not Shown,1919,There is no collection date.,Not Shown,No,No,,,,,No,No,1919-185,,,,6545399,010157383_108834_28450.jpg,010157383_108834_28450,1716367,10157383,Chalcidoidea,3279
3328312,29,3 - March - III,1975,The collection date is shown as a single date.,New Zealand,Yes,No,G. Kuschel,,Camptoptcra,,No,No,BM (NH),,,,6544127,010157384_108834_28450.jpg,010157384_108834_28450,1715101,10157384,Chalcidoidea,3279
3328313,Not Shown,6 - June - VI ,1978,The collection date is shown as a single date.,France,Yes,No,M. W. R. de V. Graham,,,,No,No,1995-489,,,,6544390,010157385_108834_28450.jpg,010157385_108834_28450,1715367,10157385,Chalcidoidea,3279
3328315,29,3 - March - III,1975,The collection date is shown as a single date.,New Zealand,Yes,No,G. Kuschel,,,,No,No,,,,,6544648,010157386_108834_28450.jpg,010157386_108834_28450,1715618,10157386,Chalcidoidea,3279
3328316,29,3 - March - III,1975,The collection date is shown as a single date.,New Zealand,Yes,No,G.Kuschel,,[unclear][/unclear],[unclear][/unclear],No,No,,,,,6544879,010157387_108834_28450.jpg,010157387_108834_28450,1715846,10157387,Chalcidoidea,3279
3328317,29,3 - March - III,1975,The collection date is shown as a single date.,New Zealand,Yes,No,G. Kuschel,[unclear][/unclear],,[unclear][/unclear],,No,NH,,,,6547099,010157388_108834_28450.jpg,010157388_108834_28450,1718111,10157388,Chalcidoidea,3279
3328319,5,2 - February - II,1978,The collection date is shown as a single date.,New Zealand,Yes,No,A.K.Walker,,,moss + rotten wood,No,No,,19,11 - November - XI,1980,6546944,010157389_108834_28450.jpg,010157389_108834_28450,1717955,10157389,Chalcidoidea,3279
3328320,29,3 - March - III,1975,The collection date is shown as a single date.,New Zealand,Yes,No,G. Kuschel,,,Litter,,No,,,,,6544456,010157390_108834_28450.jpg,010157390_108834_28450,1715433,10157390,Chalcidoidea,3279
3328322,29,3 - March - III,1975,The collection date is shown as a single date.,New Zealand,Yes,No,G. Kuschel,,,Litter,No,No,,,,,6544298,010157391_108834_28450.jpg,010157391_108834_28450,1715273,10157391,Chalcidoidea,3279
3328323,12,3 - March - III,1979,The collection date is shown as a single date.,New Zealand,Yes,No,J.C. Watt,,,,No,No,,,,,6544703,010157392_108834_28450.jpg,010157392_108834_28450,1715676,10157392,Chalcidoidea,3279
3328324,7,8 - August - VIII,1911,The collection date is shown as a single date.,England,No,No,C. O. Waterhouse,,,,No,No,,,,,6482314,010157393_108834_1737739.jpg,010157393_108834_1737739,1433037,10157393,Chalcidoidea,3279
3328325,14,8 - August - VIII,1914,The collection date is shown as a single date.,,No,No,C. Waterhouse,,,,No,No,1919-185,,,,6482600,010157394_108834_1737739.jpg,010157394_108834_1737739,1433342,10157394,Chalcidoidea,3279
3328327,Not Shown,Not Shown,1921,The collection date is shown as a single date.,England,No,No,T.H. Taylor,T.H Taylor Coll,[unclear][/unclear],,No,No,,,,,6480303,010157395_108834_1737739.jpg,010157395_108834_1737739,1430876,10157395,Chalcidoidea,3279
3328328,3,8 - August - VIII,1916,The collection date is shown as a single date.,Not Shown,No,No,Goring,,,,,No,1919-185,,,,6481932,010157396_108834_1737739.jpg,010157396_108834_1737739,1432616,10157396,Chalcidoidea,3279
